DATE,ES1_LN_RET,ES1_OPEN,ES1_HIGH,ES1_LOW,ES1_CLOSE,ES1_VOLUME,ES1_IS_TRADING,ES1_CLOSE_LN,ES1_ARITH_RET,VIX_LN_RET,VIX_OPEN,VIX_HIGH,VIX_LOW,VIX_CLOSE,VIX_VOLUME,VIX_IS_TRADING,VIX_CLOSE_LN,VIX_ARITH_RET
2004-05-10,-0.011014338059107232,1095.0,1097.0,1078.0,1083.5,1231780,1,6.987951820976414,-0.010953902327704212,0.05524506078937197,18.79,19.58,18.6,19.35,219,1,2.962692419475791,0.05679956308028422
2004-05-11,0.008043246855131692,1083.5,1095.25,1081.25,1092.25,755064,1,6.9959950678315455,0.008075680664513252,0.0315387279519328,20.2,20.25,19.87,19.97,96,1,2.994231147427724,0.0320413436692506
2004-05-12,0.005933381167841034,1092.5,1099.75,1075.25,1098.75,1189880,1,7.0019284489993865,0.005951018539711583,-0.01819150721946894,19.8,20.79,19.57,19.61,175,1,2.976039640208255,-0.018027040560841257
2004-05-13,-0.004561011327562703,1098.5,1102.5,1090.75,1093.75,868300,1,6.997367437671824,-0.004550625711035261,-0.0015310031058906048,19.77,19.77,19.4,19.58,122,1,2.9745086371023644,-0.0015298317185110655
2004-05-14,0.0009138680096842933,1093.5,1102.0,1085.75,1094.75,857016,1,6.998281305681508,0.0009142857142856453,0.004585995298603596,19.33,19.82,19.32,19.67,37,1,2.979094632400968,0.004596527068437384
2004-05-17,-0.008485316363161743,1094.0,1094.75,1078.25,1085.5,819851,1,6.989795989318346,-0.0084494176752683,0.027082899014561956,19.87,20.29,19.82,20.21,119,1,3.00617753141553,0.02745297407219116
2004-05-18,0.004366317404529418,1085.25,1094.5,1084.5,1090.25,644992,1,6.994162306722876,0.004375863657300805,-0.0069513686072832925,19.96,20.09,19.96,20.07,42,1,2.9992261628082466,-0.006927263730826305
2004-05-19,-0.003215436853974296,1090.75,1105.75,1085.75,1086.75,1029552,1,6.9909468698689015,-0.0032102728731941976,-0.045879605750693386,19.6,19.64,18.74,19.17,399,1,2.9533465570575532,-0.04484304932735417
2004-05-20,0.0034447157727823807,1087.0,1092.75,1084.0,1090.5,659182,1,6.994391585641684,0.003450655624568588,0.008828932967595016,19.06,19.34,18.99,19.34,84,1,2.9621754900251482,0.008868022952529975
2004-05-21,0.0018323413280612044,1090.0,1099.75,1088.75,1092.5,674780,1,6.996223926969745,0.0018340210912426436,-0.008828932967595016,19.32,19.33,19.1,19.17,84,1,2.9533465570575532,-0.008790072388831338
2004-05-24,0.003654640888197669,1092.75,1101.75,1091.0,1096.5,725025,1,6.999878567857943,0.0036613272311212253,-0.021086706459135574,18.61,19.0,18.6,18.77,817,1,2.9322598505984176,-0.02086593635889422
2004-05-25,0.01448644618245254,1096.5,1113.75,1090.0,1112.5,914619,1,7.014365014040395,0.01459188326493388,-0.07005896966894909,18.9,18.9,17.44,17.5,398,1,2.8622008809294686,-0.06766116142781031
2004-05-26,0.0031411289008609344,1112.0,1117.0,1108.75,1116.0,605407,1,7.017506142941256,0.0031460674157304247,0.0062660415786459644,17.6,17.75,17.53,17.61,246,1,2.8684669225081145,0.006285714285714228
2004-05-27,0.006030169026590926,1116.0,1124.5,1114.5,1122.75,706751,1,7.023536311967847,0.006048387096774244,-0.014874416115246092,17.46,17.6,17.29,17.35,324,1,2.8535925063928684,-0.014764338444065772
2004-05-28,-0.002229158301594758,1122.25,1123.75,1117.5,1120.25,706751,1,7.021307153666252,-0.0022266755733689747,0.013169385864162386,17.55,17.65,17.55,17.58,42,1,2.866761892257031,0.013256484149855696
2004-05-31,0.0011152002940102435,1121.5,1123.0,1118.75,1121.5,359808,1,7.022422353960263,0.0011158223610800988,0.0,17.55,17.65,17.55,17.58,0,0,2.866761892257031,0.0
2004-06-01,-0.00022294058725691457,1121.25,1122.75,1112.5,1121.25,621570,1,7.022199413373006,-0.00022291573785104823,0.001137009787075538,17.6,17.62,17.55,17.6,64,1,2.8678989020441064,0.0011376564277589818
2004-06-02,0.0037832469737812957,1121.5,1128.5,1118.25,1125.5,570289,1,7.025982660346787,0.0037904124860645982,0.002836881335199326,17.64,17.65,17.6,17.65,110,1,2.8707357833793057,0.0028409090909089496
2004-06-03,-0.009372976452567627,1125.25,1126.0,1114.5,1115.0,613526,1,7.016609683894219,-0.009329187027987573,-0.002836881335199326,17.6,17.7,17.43,17.6,289,1,2.8678989020441064,-0.0028328611898015277
2004-06-04,0.007371864056049837,1116.0,1129.5,1115.5,1123.25,623184,1,7.023981547950269,0.007399103139013485,-0.018349138668196652,17.46,17.46,17.02,17.28,152,1,2.8495497633759097,-0.018181818181818188
2004-06-07,0.01502126764154088,1122.5,1142.0,1122.5,1140.25,578498,1,7.03900281559181,0.015134653906076156,-0.041352613668760974,17.1,17.16,16.56,16.58,339,1,2.8081971497071487,-0.04050925925925941
2004-06-08,0.0015335746241458281,1140.25,1142.75,1135.5,1142.0,518265,1,7.040536390215956,0.0015347511510632739,0.06706097037896797,18.28,18.3,17.69,17.73,145,1,2.8752581200861167,0.06936067551266589
2004-06-09,-0.009236925142364072,1141.75,1143.0,1130.5,1131.5,615183,1,7.031299465073592,-0.009194395796847665,0.007305455362236479,17.55,17.95,17.2,17.86,128,1,2.882563575448353,0.007332205301748385
2004-06-10,0.0044091782190056605,1131.75,1137.0,1128.5,1136.5,615183,1,7.0357086432925975,0.004418912947415032,-0.016370673249347156,17.74,17.87,17.4,17.57,633,1,2.866192902199006,-0.01623740201567747
2004-06-11,0.0,1136.25,1137.0,1132.75,1136.5,615183,1,7.0357086432925975,0.0,0.0,17.74,17.87,17.4,17.57,0,0,2.866192902199006,0.0
2004-06-14,-0.009725982945810507,1134.75,1135.0,1122.0,1125.5,109840,1,7.025982660346787,-0.009678838539375234,0.02028238541803562,17.94,18.02,17.9,17.93,161,1,2.8864752876170416,0.020489470688673794
2004-06-15,0.007303341082559811,1125.5,1137.75,1125.25,1133.75,745580,1,7.033286001429347,0.007330075521990276,-0.039823237077203366,17.5,17.5,17.05,17.23,238,1,2.8466520505398383,-0.03904071388733965
2004-06-16,-0.0006617404013402606,1133.25,1137.0,1130.0,1133.0,506959,1,7.0326242610280065,-0.0006615214994487584,-0.007573587031223905,17.17,17.23,17.0,17.1,186,1,2.8390784635086144,-0.007544979686593067
2004-06-17,-0.0013247959544147037,1133.0,1134.0,1126.25,1131.5,569216,1,7.031299465073592,-0.0013239187996469948,0.002336449661019202,17.25,17.34,17.11,17.14,488,1,2.8414149131696336,0.002339181286549641
2004-06-18,0.002207019214105266,1131.25,1139.5,1126.5,1134.0,522615,1,7.033506484287697,0.002209456473707405,-0.011737223945725184,17.15,17.15,16.84,16.94,50,1,2.8296776892239084,-0.011668611435239118
2004-06-21,-0.004197509752983386,1134.75,1139.25,1128.25,1129.25,407234,1,7.029308974534714,-0.00418871252204589,0.018713996431373392,17.0,17.26,17.0,17.26,3,1,2.848391685655282,0.018890200708382432
2004-06-22,0.005078955380789729,1129.25,1135.75,1123.75,1135.0,585314,1,7.034387929915503,0.005091875138366175,-0.028800109820164455,17.26,17.36,16.77,16.77,127,1,2.8195915758351173,-0.028389339513325673
2004-06-23,0.007898242024239721,1134.75,1145.25,1131.0,1144.0,553760,1,7.042286171939743,0.007929515418502175,-0.06021474756756673,16.82,16.88,15.47,15.79,215,1,2.7593768282675506,-0.058437686344663065
2004-06-24,-0.0024067400305645137,1144.0,1146.25,1139.5,1141.25,477243,1,7.039879431909179,-0.0024038461538461453,0.014461113372662648,15.96,16.06,15.9,16.02,41,1,2.7738379416402132,0.014566181127295685
2004-06-25,-0.005271261931118154,1141.5,1146.0,1133.5,1135.25,476509,1,7.0346081699780605,-0.005257393209200489,0.0018709079358116831,16.02,16.1,15.97,16.05,16,1,2.775708849576025,0.0018726591760300781
2004-06-28,-0.0030877836619929155,1136.75,1145.75,1131.0,1131.75,569180,1,7.031520386316068,-0.0030830213609337465,0.019741541807018592,16.2,16.37,16.2,16.37,58,1,2.7954503913830435,0.019937694704049935
2004-06-29,0.0035281183234454616,1132.0,1138.5,1127.75,1135.75,515740,1,7.035048504639513,0.0035343494588027102,-0.024112451044914884,16.31,16.31,15.98,15.98,93,1,2.7713379403381286,-0.023824068417837574
2004-06-30,0.004173537084930068,1135.75,1144.5,1133.0,1140.5,708253,1,7.039222041724443,0.004182258419546558,-0.03826997626063067,15.95,16.0,15.3,15.38,206,1,2.733067964077498,-0.03754693366708384
2004-07-01,-0.012573232801895706,1140.75,1143.75,1122.25,1126.25,886319,1,7.026648808922547,-0.01249451994739148,0.01868009229043155,15.4,15.84,15.2,15.67,99,1,2.7517480563679295,0.01885565669700906
2004-07-02,-0.0004440497408664257,1126.5,1129.5,1122.5,1125.75,886319,1,7.026204759181681,-0.0004439511653717698,-0.007044537617683755,15.5,15.7,15.45,15.56,15,1,2.7447035187502458,-0.00701978302488826
2004-07-05,-0.001333333530864067,1125.75,1126.25,1122.75,1124.25,457987,1,7.024871425650817,-0.0013324450366422047,0.0,15.5,15.7,15.45,15.56,0,0,2.7447035187502458,0.0
2004-07-06,-0.008261741756597552,1125.75,1129.0,1112.5,1115.0,750511,1,7.016609683894219,-0.008227707360462522,0.04154152993702098,15.91,16.33,15.85,16.22,322,1,2.7862450486872667,0.0424164524421593
2004-07-07,0.002686969820825169,1115.0,1122.0,1113.5,1118.0,518030,1,7.0192966537150445,0.0026905829596413078,0.12827716944118128,18.57,18.6,18.32,18.44,121,1,2.914522218128448,0.1368680641183726
2004-07-08,-0.006505911899026273,1117.5,1119.25,1108.0,1110.75,733944,1,7.012790741816018,-0.0064847942754919785,0.020397916028785712,18.62,18.82,18.55,18.82,951,1,2.9349201341572337,0.02060737527114953
2004-07-09,0.0017989660799457852,1110.75,1115.5,1110.0,1112.75,489827,1,7.014589707895964,0.0018005851901867764,0.01109654715082442,18.7,19.08,18.7,19.03,312,1,2.946016681308058,0.011158342189160564
2004-07-12,0.0006737788014579138,1113.75,1116.25,1106.0,1113.5,660826,1,7.015263486697422,0.0006740058413838845,0.0,18.92,19.2,18.86,19.03,633,1,2.946016681308058,0.0
2004-07-13,0.0006733251292434517,1113.5,1116.0,1111.0,1114.25,484624,1,7.015936811826665,0.0006735518634934934,-0.012691867882684171,18.99,18.99,18.78,18.79,81,1,2.933324813425374,-0.012611665790856597
2004-07-14,-0.0026960249985510387,1111.75,1119.75,1106.75,1111.25,800975,1,7.013240786828114,-0.0026923939869867297,-0.002664536615097912,19.09,19.09,18.51,18.74,126,1,2.930660276810276,-0.0026609898882384853
2004-07-15,-0.006998561131323022,1111.5,1115.0,1103.0,1103.5,681355,1,7.006242225696791,-0.0069741282339707,0.004791065858785082,18.63,18.83,18.45,18.83,97,1,2.935451342669061,0.0048025613660618305
2004-07-16,-0.0006798867117421281,1105.0,1112.5,1100.0,1102.75,655474,1,7.005562338985049,-0.0006796556411418075,0.006352588859374286,18.67,19.02,18.6,18.95,105,1,2.9418039315284354,0.006372809346787189
2004-07-19,-0.0036338899856627194,1103.0,1106.0,1095.5,1098.75,687796,1,7.0019284489993865,-0.0036272953978689904,0.0015818616533462837,19.1,19.1,18.87,18.98,32,1,2.9433857931817817,0.0015831134564643357
2004-07-20,0.011987025811141194,1098.75,1114.75,1095.75,1112.0,661956,1,7.013915474810528,0.01205915813424352,-0.027779564107075494,18.9,18.9,18.46,18.46,59,1,2.9156062290747062,-0.0273972602739726
2004-07-21,-0.019523889168843844,1112.0,1116.0,1089.5,1090.5,891225,1,6.994391585641684,-0.019334532374100766,0.036174156950102176,18.32,19.19,18.23,19.14,126,1,2.9517803860248084,0.03683640303358615
2004-07-22,0.002975852030139947,1090.25,1099.25,1083.0,1093.75,854998,1,6.997367437671824,0.0029802842732691293,-0.03834335519764753,19.0,19.03,18.29,18.42,241,1,2.913437030827161,-0.037617554858934144
2004-07-23,-0.00757144835347745,1092.0,1094.0,1082.25,1085.5,638928,1,6.989795989318346,-0.0075428571428571844,-0.001629992210931075,18.6,18.6,18.16,18.39,211,1,2.91180703861623,-0.0016286644951141183
2004-07-26,-0.002305742317355808,1085.75,1089.5,1077.0,1083.0,728731,1,6.9874902470009905,-0.002303086135421517,0.008662750437214317,18.42,18.8,18.41,18.55,207,1,2.920469789053444,0.008700380641653016
2004-07-27,0.008733679968754515,1083.0,1096.0,1082.75,1092.5,744885,1,6.996223926969745,0.00877192982456143,-0.03678701930807593,18.29,18.41,17.8,17.88,286,1,2.883682769745368,-0.036118598382749445
2004-07-28,0.0027422320657759514,1092.5,1098.5,1080.75,1095.5,802235,1,6.998966159035521,0.0027459954233408634,-0.02148188881589963,17.93,18.1,17.46,17.5,148,1,2.8622008809294686,-0.021252796420581643
2004-07-29,0.004326546655679664,1095.75,1103.75,1092.5,1100.25,671856,1,7.003292705691201,0.004335919671383026,-0.03725692835575911,17.2,17.25,16.86,16.86,65,1,2.8249439525737094,-0.03657142857142859
2004-07-30,0.0006814310314791072,1100.25,1104.0,1096.0,1101.0,493272,1,7.00397413672268,0.0006816632583503957,-0.01073355564310896,16.97,17.03,16.68,16.68,55,1,2.8142103969306005,-0.010676156583629859
2004-08-02,0.004078863574821234,1098.0,1108.25,1095.5,1105.5,584118,1,7.008053000297501,0.004087193460490468,-0.01631949182860115,16.8,16.87,16.34,16.41,31,1,2.7978909051019993,-0.01618705035971224
2004-08-03,-0.007490671729157405,1105.75,1106.5,1096.5,1097.25,575958,1,7.000562328568344,-0.007462686567164201,0.010306244605149395,16.52,16.61,16.38,16.58,59,1,2.8081971497071487,0.010359536867763364
2004-08-04,-0.0002278682931136089,1097.5,1102.25,1089.0,1097.0,644751,1,7.00033446027523,-0.00022784233310546576,0.00900636529158394,16.9,16.98,16.56,16.73,91,1,2.8172035149987327,0.009047044632086942
2004-08-05,-0.017007994446019303,1097.0,1098.75,1077.25,1078.5,657904,1,6.983326465829211,-0.016864175022789474,0.05126340750938185,16.7,17.65,16.7,17.61,70,1,2.8684669225081145,0.05260011954572619
2004-08-06,-0.014005831188918627,1078.75,1083.0,1060.75,1063.5,896597,1,6.969320634640292,-0.013908205841446475,0.04225197671891978,18.11,18.62,18.06,18.37,1218,1,2.9107188992270343,0.04315729699034643
2004-08-09,0.0007049700679697679,1064.25,1069.25,1062.5,1064.25,480071,1,6.970025604708262,0.0007052186177716191,-0.02034714133086979,18.26,18.4,17.8,18.0,421,1,2.8903717578961645,-0.020141535111595
2004-08-10,0.011212451033678406,1064.5,1078.75,1064.0,1076.25,603931,1,6.98123805574194,0.01127554615926707,-0.03217889836423504,17.8,17.9,17.31,17.43,155,1,2.8581928595319295,-0.03166666666666673
2004-08-11,-0.0004646840232309657,1076.25,1077.25,1065.25,1075.75,682787,1,6.980773371718709,-0.00046457607433214587,0.10449955994386162,19.5,19.6,19.26,19.35,193,1,2.962692419475791,0.11015490533562833
2004-08-12,-0.011217691831125087,1075.75,1078.0,1060.0,1063.75,718858,1,6.969555679887584,-0.011155008133860056,-0.0015515906914189692,19.57,19.6,19.2,19.32,403,1,2.961140828784372,-0.0015503875968992942
2004-08-13,0.002347418918304811,1064.5,1067.75,1060.0,1066.25,592108,1,6.971903098805889,0.00235017626321965,-0.015649771667127776,19.12,19.25,19.01,19.02,413,1,2.9454910571172443,-0.015527950310559091
2004-08-16,0.010495723172013527,1065.5,1080.75,1061.0,1077.5,627915,1,6.9823988219779025,0.010550996483001063,-0.0277203250329654,19.1,19.1,18.5,18.5,92,1,2.917770732084279,-0.02733964248159826
2004-08-17,0.005091425023088014,1077.25,1087.0,1075.5,1083.0,593673,1,6.9874902470009905,0.005104408352668122,-0.01689873955424792,18.23,18.31,18.04,18.19,307,1,2.900871992530031,-0.016756756756756697
2004-08-18,0.010562669961927007,1083.0,1096.0,1078.0,1094.5,717331,1,6.9980529169629175,0.01061865189289013,-0.02111189522846102,18.36,18.36,17.78,17.81,103,1,2.87976009730157,-0.02089059923034653
2004-08-19,-0.0029738098091058873,1094.25,1095.5,1085.75,1091.25,607182,1,6.995079107153812,-0.0029693924166286356,0.004481800219057863,17.9,18.03,17.78,17.89,14,1,2.884241897520628,0.004491858506457058
2004-08-20,0.006849341845574841,1091.25,1100.5,1087.25,1098.75,566065,1,7.0019284489993865,0.0068728522336769515,-0.01350611414132219,17.85,17.86,17.6,17.65,26,1,2.8707357833793057,-0.013415315818893325
2004-08-23,-0.0022779053129937665,1097.5,1101.75,1094.25,1096.25,547848,1,6.999650543686393,-0.0022753128555176305,-0.010250659233340453,17.51,17.6,17.33,17.47,79,1,2.8604851241459652,-0.010198300283286055
2004-08-24,0.001139601262933887,1096.25,1101.25,1092.25,1097.5,556798,1,7.000790144949327,0.0011402508551880963,-0.02140666063735086,17.35,17.35,17.1,17.1,89,1,2.8390784635086144,-0.021179164281625473
2004-08-25,0.005678606968842814,1097.25,1106.5,1092.75,1103.75,576935,1,7.006468751918169,0.005694760820045497,-0.03571808260207954,17.15,17.21,16.34,16.5,90,1,2.803360380906535,-0.03508771929824572
2004-08-26,0.0006792709420020415,1103.75,1106.75,1102.0,1104.5,331025,1,7.0071480228601715,0.0006795016987541924,-0.005469475804535495,16.5,16.5,16.35,16.41,22,1,2.7978909051019993,-0.00545454545454549
2004-08-27,0.0033894507649918637,1104.0,1109.75,1103.25,1108.25,335912,1,7.010537473625163,0.0033952014486193782,-0.015970855433333764,16.33,16.33,16.14,16.15,41,1,2.7819200496686656,-0.01584399756246202
2004-08-30,-0.008381519221542177,1107.5,1108.0,1098.0,1099.0,359193,1,7.002155954403621,-0.008346492217459978,0.017797339959368497,16.25,16.44,16.23,16.44,66,1,2.799717389628034,0.017956656346749478
2004-08-31,0.004539272433419228,1099.25,1105.25,1094.25,1104.0,623724,1,7.00669522683704,0.0045495905368517775,-0.01655971603901829,16.35,16.4,16.17,16.17,139,1,2.783157673589016,-0.01642335766423353
2004-09-01,0.002487844775210135,1105.0,1109.75,1098.0,1106.75,613831,1,7.0091830716122505,0.0024909420289855877,-0.009319731948802534,16.1,16.16,16.0,16.02,97,1,2.7738379416402132,-0.009276437847866581
2004-09-02,0.011454364426558783,1106.5,1120.25,1104.5,1119.5,512030,1,7.020637436038809,0.011520216851140797,-0.03299791771501237,16.03,16.03,15.49,15.5,202,1,2.740840023925201,-0.03245942571785265
2004-09-03,-0.004476283212885512,1116.25,1121.25,1112.75,1114.5,512030,1,7.016161152825924,-0.004466279589102284,-0.01560499806888993,15.39,15.49,15.2,15.26,57,1,2.725235025856311,-0.015483870967741953
2004-09-06,0.003359089487033451,1114.75,1118.5,1114.75,1118.25,459941,1,7.019520242312957,0.003364737550471064,0.0,15.39,15.49,15.2,15.26,0,0,2.725235025856311,0.0
2004-09-07,0.0035706353490843057,1114.75,1124.5,1114.75,1122.25,657022,1,7.0230908776620415,0.0035770176615246285,0.05668502381235463,16.41,16.41,16.15,16.15,29,1,2.7819200496686656,0.05832241153342066
2004-09-08,-0.0031236080729764026,1122.0,1123.5,1116.0,1118.75,655151,1,7.019967269589065,-0.003118734684785074,0.001237623920350206,16.29,16.29,16.1,16.17,24,1,2.783157673589016,0.0012383900928794045
2004-09-09,-0.0011179431013408347,1118.25,1121.75,1113.5,1117.5,230814,1,7.018849326487724,-0.0011173184357542443,-0.008072071150647453,16.07,16.24,16.04,16.04,486,1,2.7750856024383683,-0.008039579468151037
2004-09-10,0.005132221462544884,1118.0,1125.5,1113.75,1123.25,124196,1,7.023981547950269,0.0051454138702460295,-0.011916102115078875,16.04,16.04,15.81,15.85,13,1,2.7631695003232895,-0.011845386533665847
2004-09-13,0.003998228338236487,1123.5,1130.25,1122.75,1127.75,97543,1,7.027979776288506,0.004006231916314329,-0.01589858606779826,15.7,15.88,15.6,15.6,177,1,2.747270914255491,-0.01577287066246058
2004-09-14,0.001993135417880154,1128.0,1130.5,1125.25,1130.0,520668,1,7.029972911706386,0.001995123032586976,-0.02597548640326064,15.69,15.78,15.11,15.2,193,1,2.7212954278522306,-0.02564102564102566
2004-09-15,-0.008219528670837306,1129.75,1130.25,1120.0,1120.75,557925,1,7.0217533830355485,-0.008185840707964576,0.01825344030935039,15.4,15.5,15.38,15.48,202,1,2.739548868161581,0.018421052631579116
2004-09-16,0.003340388363821667,1121.25,1127.0,1120.75,1124.5,452590,1,7.02509377139937,0.0033459736783403304,0.0019361090268663617,15.4,15.6,15.4,15.51,28,1,2.7414849771884473,0.0019379844961240345
2004-09-17,0.003993792750291547,1124.5,1131.5,1122.75,1129.0,518182,1,7.029087564149662,0.0040017785682524565,0.0019323677510540982,15.6,15.64,15.5,15.54,155,1,2.7434173449395014,0.0019342359767891004
2004-09-20,-0.005996686487620195,1128.75,1129.0,1120.5,1122.25,563160,1,7.0230908776620415,-0.005978742249778568,0.007692345623155461,15.68,15.69,15.66,15.66,14,1,2.751109690562657,0.007722007722007707
2004-09-21,0.004445439639152227,1122.5,1132.5,1121.25,1127.25,543857,1,7.027536317301194,0.004455335263978677,-0.020645894623546823,15.65,15.66,15.34,15.34,118,1,2.73046379593911,-0.020434227330779042
